task,ticker,expanded,reduced,n,observed_mean_loss_reduction,bootstrap_se,detectable_loss_reduction,benchmark_mean_loss,detectable_in_benchmark_units,note
variance,CRS,pooled_variance_persistence,variance_ridge_persistence,44,0.009090465663520205,0.006597005202510907,0.018482072259168907,0.22125611774880447,0.08353248012853544,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,CRS,pooled_variance_external,variance_ridge_external,44,-0.0035363776582922235,0.012846312017992852,0.03599003785687575,0.22125611774880447,0.1626623400205178,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,CRS,variance_ridge_external,variance_ridge_persistence,44,0.016749926106943015,0.018101362917674706,0.05071251077785569,0.22125611774880447,0.2292027506124391,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,CRS,pooled_variance_external,pooled_variance_persistence,44,0.0041230827851305865,0.00939186031798033,0.026312097037435454,0.22125611774880447,0.11892144409452211,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,CRS,pooled_ridge,historical_variance63,44,0.06271955493543181,0.028266220104823145,0.07919022441760012,0.22125611774880447,0.35791202170285763,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,CRS,business_pair_ridge,historical_variance63,44,0.05058762803128647,0.030376318867598204,0.08510184592014919,0.22125611774880447,0.38463047614695406,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,CRS,garchx_industry,historical_variance63,44,0.05274398515848318,0.02189749805976158,0.06134770687788545,0.22125611774880447,0.27727010444761785,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,CRS,variance_ridge,historical_variance63,44,0.05314674601034392,0.02798835644593392,0.0784117656982053,0.22125611774880447,0.3543936614996897,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,CRS,pooled_variance_persistence,historical_variance63,44,0.05839635525531768,0.021981138532532984,0.061582032790037794,0.22125611774880447,0.27832917533133633,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,CRS,pooled_variance_external,historical_variance63,44,0.06251943804044827,0.01626183333465542,0.04555891188978735,0.22125611774880447,0.20591029234957062,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,CRS,variance_ridge_external,historical_variance63,44,0.06605581569874051,0.021283083271193146,0.05962637148844212,0.22125611774880447,0.26949027260858327,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,ENTG,ewma94,historical_variance63,44,0.013866685595633527,0.03766753382267471,0.10552880596037574,0.3155439066983004,0.33443461819490794,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,ENTG,arch1,historical_variance63,44,0.034505984703477474,0.08114400650752396,0.22733184916994162,0.3155439066983004,0.7204444273655375,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,ENTG,garch11,historical_variance63,44,0.05807778268460904,0.04030043108914277,0.11290509202292269,0.3155439066983004,0.3578110355680997,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,ENTG,variance_ridge_persistence,historical_variance63,44,0.049260919141773545,0.03464372229781591,0.0970573402899717,0.3155439066983004,0.3075874330945985,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,ENTG,pooled_variance_persistence,variance_ridge_persistence,44,-0.051125057102240315,0.04933092448224967,0.1382047888253178,0.3155439066983004,0.4379890908730459,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,ENTG,pooled_variance_external,variance_ridge_external,44,0.002286750262718462,0.03325432818255222,0.0931648342745158,0.3155439066983004,0.2952515713244087,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,ENTG,variance_ridge_external,variance_ridge_persistence,44,-0.03750919393846218,0.03144661206372572,0.08810036351746692,0.3155439066983004,0.27920159967374025,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,ENTG,pooled_variance_external,pooled_variance_persistence,44,0.015902613426496605,0.016681756105041707,0.04673536131605061,0.3155439066983004,0.1481104858118382,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,ENTG,pooled_ridge,historical_variance63,44,0.10771880563426924,0.11691235929873804,0.32753993762605677,0.3155439066983004,1.0380169943805193,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,ENTG,business_pair_ridge,historical_variance63,44,0.08908267373357,0.10560653257195413,0.2958657005897524,0.3155439066983004,0.9376371855363925,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,ENTG,garchx_industry,historical_variance63,44,-0.0134133468081708,0.09564286423151568,0.26795163464899985,0.3155439066983004,0.8491738517555824,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,ENTG,variance_ridge,historical_variance63,44,0.07874119189603633,0.08992925846428217,0.25194448118939344,0.3155439066983004,0.7984450843168523,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,ENTG,pooled_variance_persistence,historical_variance63,44,-0.00186413796046679,0.07209059162382582,0.20196793585832898,0.3155439066983004,0.6400628615257518,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,ENTG,pooled_variance_external,historical_variance63,44,0.014038475466029826,0.0809654378273147,0.22683157379504945,0.3155439066983004,0.718858989129297,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,ENTG,variance_ridge_external,historical_variance63,44,0.011751725203311358,0.051758978327645436,0.14500718858736095,0.3155439066983004,0.4595467873382389,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,MTRN,ewma94,historical_variance63,44,-0.17694449324388534,0.07868657426397152,0.22044714332189094,0.2967417914874257,0.7428921360112241,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,MTRN,arch1,historical_variance63,44,-0.08134720059133839,0.10210911508475114,0.2860673874560347,0.2967417914874257,0.9640279720025775,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,MTRN,garch11,historical_variance63,44,-0.08149434171776207,0.10813384319916851,0.30294617668453605,0.2967417914874257,1.0209083633485216,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,MTRN,variance_ridge_persistence,historical_variance63,44,-0.0910434348404916,0.12423712779797626,0.34806090077962204,0.2967417914874257,1.1729419676108244,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,MTRN,pooled_variance_persistence,variance_ridge_persistence,44,0.0637664897789091,0.06991773980191321,0.1958805063129088,0.2967417914874257,0.6601042115808927,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,MTRN,pooled_variance_external,variance_ridge_external,44,0.05966143666906166,0.04565460724399799,0.127905272793538,0.2967417914874257,0.4310322187933476,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,MTRN,variance_ridge_external,variance_ridge_persistence,44,0.0217823424699505,0.022112382097694977,0.061949722822168075,0.2967417914874257,0.20876642454587718,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,MTRN,pooled_variance_external,pooled_variance_persistence,44,0.017677289360103075,0.013711271202809173,0.0384132947233282,0.2967417914874257,0.1294502352728296,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,MTRN,pooled_ridge,historical_variance63,44,-0.039981541423958766,0.05328727331263479,0.1492888372262233,0.2967417914874257,0.503093401431289,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,MTRN,business_pair_ridge,historical_variance63,44,0.0029472543106896006,0.046481444134246604,0.13022172680304903,0.2967417914874257,0.4388385139494823,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,MTRN,garchx_industry,historical_variance63,44,0.00835822819204944,0.04960371273271169,0.1389690283554871,0.2967417914874257,0.4683163354204386,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,MTRN,variance_ridge,historical_variance63,44,-0.09079573171574733,0.12347099022519013,0.34591450108066346,0.2967417914874257,1.1657087441130498,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,MTRN,pooled_variance_persistence,historical_variance63,44,-0.027276945061582503,0.06026035852366184,0.16882452967807884,0.2967417914874257,0.5689273790248474,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,MTRN,pooled_variance_external,historical_variance63,44,-0.009599655701479425,0.06539123776963403,0.1831991251295171,0.2967417914874257,0.6173688047484882,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,MTRN,variance_ridge_external,historical_variance63,44,-0.0692610923705411,0.10834240593281294,0.30353048295616347,0.2967417914874257,1.022877436422788,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
