task,horizon,ticker,expanded,reduced,sample,comparison_type,metric,fallback_origins,identical_share,n,mean_loss_reduction,lo,hi,pvalue,bootstrap_se,block,replications,confidence,monte_carlo_resolution,interpretation
market_relative_return,1,ATI,boost_full,ridge_full,operational,isolating: same history and target,MSE,0,1.0,44,0.0,0.0,0.0,1.0,0.0,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,business_pair_ridge,ridge_full,operational,complete procedure: different training histories,MSE,0,0.0,44,0.000384505512829364,-0.001233955545727125,0.0020781455306389603,0.628,0.0008360963485652658,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,business_pair_ridge,ridge_full,operational,complete procedure: different training histories,MSE,0,0.0,44,0.000384505512829364,-0.0009443932613816791,0.0017919439335669094,0.584,0.0007137270414850277,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,business_pair_ridge,ridge_full,operational,complete procedure: different training histories,MSE,0,0.0,44,0.000384505512829364,-0.000632313120464259,0.00155396358372032,0.477,0.0005477771245666553,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,ridge_rolling84,ridge_full,operational,complete procedure: different training histories,MSE,0,0.022727272727272728,44,0.000386904859727371,-0.00018382266098991668,0.0010264389449969838,0.198,0.00031223487460688734,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,ridge_rolling84,ridge_full,operational,complete procedure: different training histories,MSE,0,0.022727272727272728,44,0.000386904859727371,-0.00015960006341358428,0.0010131825593363668,0.195,0.0002983672083775186,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,ridge_rolling84,ridge_full,operational,complete procedure: different training histories,MSE,0,0.022727272727272728,44,0.000386904859727371,1.6318040493039414e-07,0.0008140771035083104,0.049,0.00021119429971398906,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,claims_proxy_sensitivity,ridge_full,operational,isolating: same history and target,MSE,0,0.0,44,-0.00018234968791868927,-0.0007747828479830348,0.0004355220786342668,0.553,0.00030150480476453563,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,claims_proxy_sensitivity,ridge_full,operational,isolating: same history and target,MSE,0,0.0,44,-0.00018234968791868927,-0.0007441743073297293,0.0003605494510505625,0.509,0.00027668747063640167,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,claims_proxy_sensitivity,ridge_full,operational,isolating: same history and target,MSE,0,0.0,44,-0.00018234968791868927,-0.0007011237892319328,0.0003117850633571095,0.53,0.0002623990754507194,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,core_pe_difference,core_pe_level,operational,isolating: same history and target,MSE,0,0.36363636363636365,44,0.00018185247904949856,-0.0003287267670459436,0.0007056051863981659,0.434,0.0002532637254900958,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,core_pe_difference,core_pe_level,operational,isolating: same history and target,MSE,0,0.36363636363636365,44,0.00018185247904949856,-0.00021851679515896318,0.0005544560761840947,0.316,0.0001926120731278631,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,core_pe_difference,core_pe_level,operational,isolating: same history and target,MSE,0,0.36363636363636365,44,0.00018185247904949856,-9.079617899694715e-05,0.0004715095288865276,0.135,0.00013013957283821706,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,core_pe_percentage,core_pe_level,operational,isolating: same history and target,MSE,0,0.36363636363636365,44,7.40971476368084e-05,-0.0003429095523133367,0.0005221869296072178,0.69,0.00021273372488486846,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,core_pe_percentage,core_pe_level,operational,isolating: same history and target,MSE,0,0.36363636363636365,44,7.40971476368084e-05,-0.00026239482958350323,0.00038754721324566757,0.579,0.0001620271614642551,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,core_pe_percentage,core_pe_level,operational,isolating: same history and target,MSE,0,0.36363636363636365,44,7.40971476368084e-05,-0.0001362195447141815,0.0003194068662049776,0.296,0.00010109055058724078,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,core_pe_lag1,core_pe_level,operational,isolating: same history and target,MSE,0,0.0,44,0.0012268939320936028,-0.0006564969185496373,0.004025215059607796,0.323,0.001206483813646154,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,core_pe_lag1,core_pe_level,operational,isolating: same history and target,MSE,0,0.0,44,0.0012268939320936028,-0.000570370907102559,0.0038981877229436026,0.354,0.001169765705049464,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,core_pe_lag1,core_pe_level,operational,isolating: same history and target,MSE,0,0.0,44,0.0012268939320936028,-0.0005183282100361327,0.0037587002599262977,0.352,0.001131406129363428,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,core_financial_changes,core_ridge,operational,isolating: same history and target,MSE,0,0.0,44,0.002144482146067094,-0.0008401474511685426,0.006165502786718637,0.208,0.0018062230057414547,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,core_financial_changes,core_ridge,operational,isolating: same history and target,MSE,0,0.0,44,0.002144482146067094,-0.0007574683319236356,0.0061281019701308614,0.229,0.00175751983922753,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,core_financial_changes,core_ridge,operational,isolating: same history and target,MSE,0,0.0,44,0.002144482146067094,-0.0006422004752131835,0.00602337716229004,0.251,0.001749322781336857,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,distributed_all_lag1,core_ridge,operational,isolating: same history and target,MSE,0,0.0,44,-6.613354156445417e-05,-0.0016874123549101298,0.0017714488715793023,0.933,0.0008648004645982255,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,distributed_all_lag1,core_ridge,operational,isolating: same history and target,MSE,0,0.0,44,-6.613354156445417e-05,-0.0013846137737152007,0.0016117865927884293,0.906,0.0007650014837599943,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,distributed_all_lag1,core_ridge,operational,isolating: same history and target,MSE,0,0.0,44,-6.613354156445417e-05,-0.0011114013780793165,0.0011955382514600356,0.895,0.0006038841428080379,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,distributed_all_lag3,core_ridge,operational,isolating: same history and target,MSE,0,0.0,44,0.0012288350437968107,-0.0014781876293760597,0.0046568380666062,0.466,0.0015704953937898368,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,distributed_all_lag3,core_ridge,operational,isolating: same history and target,MSE,0,0.0,44,0.0012288350437968107,-0.0013831030623193583,0.00462550968589499,0.487,0.0015448635439895687,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,distributed_all_lag3,core_ridge,operational,isolating: same history and target,MSE,0,0.0,44,0.0012288350437968107,-0.001039369991058377,0.004211960833488372,0.43,0.0013813372942611786,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,P1_financial,historical_mean,operational,isolating: same history and target,MSE,0,1.0,44,0.0,0.0,0.0,1.0,0.0,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,P1_financial,historical_mean,operational,isolating: same history and target,MSE,0,1.0,44,0.0,0.0,0.0,1.0,0.0,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,P1_financial,historical_mean,operational,isolating: same history and target,MSE,0,1.0,44,0.0,0.0,0.0,1.0,0.0,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,P2_valuation,P1_financial,operational,isolating: same history and target,MSE,0,0.7272727272727273,44,-2.956004011517315e-05,-7.840726268451959e-05,1.8756972781406703e-06,0.099,2.181579065715125e-05,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,P2_valuation,P1_financial,operational,isolating: same history and target,MSE,0,0.7272727272727273,44,-2.956004011517315e-05,-8.029425908761509e-05,0.0,0.098,2.1586521716760613e-05,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,P2_valuation,P1_financial,operational,isolating: same history and target,MSE,0,0.7272727272727273,44,-2.956004011517315e-05,-8.05250428518789e-05,0.0,0.157,2.180015881674859e-05,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,P3_transform,P2_valuation,operational,isolating: same history and target,MSE,0,0.7272727272727273,44,-5.9714682123648135e-06,-1.8910963740722487e-05,3.11517664165717e-06,0.306,5.82750458166955e-06,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,P3_transform,P2_valuation,operational,isolating: same history and target,MSE,0,0.7272727272727273,44,-5.9714682123648135e-06,-2.0624102956105905e-05,2.7487668796735984e-06,0.389,6.182188158154377e-06,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,P3_transform,P2_valuation,operational,isolating: same history and target,MSE,0,0.7272727272727273,44,-5.9714682123648135e-06,-1.8349682214099316e-05,1.4213593688319867e-06,0.315,5.3297633327064405e-06,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,P4_market,P3_transform,operational,isolating: same history and target,MSE,0,0.45454545454545453,44,-0.002155979678234461,-0.005662847816777706,0.0003903482495361713,0.112,0.0015528114065039482,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,P4_market,P3_transform,operational,isolating: same history and target,MSE,0,0.45454545454545453,44,-0.002155979678234461,-0.006194602829397533,0.0004098609205209561,0.162,0.0017574372205784717,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,P4_market,P3_transform,operational,isolating: same history and target,MSE,0,0.45454545454545453,44,-0.002155979678234461,-0.005936656657652198,0.0003270925613340354,0.158,0.0017392419558538974,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,P5_industry,P4_market,operational,isolating: same history and target,MSE,0,0.18181818181818182,44,0.0014540845556227562,-0.0005138046767045478,0.004034480017906169,0.199,0.0011816588426849504,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,P5_industry,P4_market,operational,isolating: same history and target,MSE,0,0.18181818181818182,44,0.0014540845556227562,-0.0005056212105178579,0.00457084601103341,0.283,0.0013431693714277707,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,P5_industry,P4_market,operational,isolating: same history and target,MSE,0,0.18181818181818182,44,0.0014540845556227562,-0.0005061553645919815,0.004467151736210069,0.38,0.0013457083761436988,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,P6_business,P5_industry,operational,isolating: same history and target,MSE,0,0.0,44,-3.4939945418019843e-05,-0.0017714161715798973,0.0015288516767019368,0.949,0.0008398767435111178,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,P6_business,P5_industry,operational,isolating: same history and target,MSE,0,0.0,44,-3.4939945418019843e-05,-0.0019216197260897884,0.001428309666865867,0.902,0.0008501502666608051,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,P6_business,P5_industry,operational,isolating: same history and target,MSE,0,0.0,44,-3.4939945418019843e-05,-0.0017057539650328648,0.0014162915355329013,0.988,0.0008114277478435294,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,zero,historical_mean,operational,isolating: same history and target,MSE,0,0.0,44,-0.002624540818963111,-0.004229952758293367,-0.0010160511483348483,0.002,0.000821345524037584,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,zero,historical_mean,operational,isolating: same history and target,MSE,0,0.0,44,-0.002624540818963111,-0.004092805026820858,-0.0012771896682025666,0.001,0.0007378938627827543,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,zero,historical_mean,operational,isolating: same history and target,MSE,0,0.0,44,-0.002624540818963111,-0.003678870437736995,-0.0015084532225562463,0.001,0.0005633925186824078,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,core_ridge_financial_ext,core_ridge,operational,isolating: same history and target,MSE,0,0.0,44,-0.0007100723521499483,-0.002477619274751697,0.000568762123329576,0.403,0.0007906081882406556,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,core_ridge_financial_ext,core_ridge,operational,isolating: same history and target,MSE,0,0.0,44,-0.0007100723521499483,-0.0025848101081428192,0.0006104330634193886,0.417,0.0008289974640820463,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,core_ridge_financial_ext,core_ridge,operational,isolating: same history and target,MSE,0,0.0,44,-0.0007100723521499483,-0.0024656342021357786,0.0005273096265023304,0.434,0.0007897658331537729,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,core_ols_financial_ext,core_ols,operational,isolating: same history and target,MSE,0,0.0,44,-0.0011808601432269452,-0.0038379942090975326,0.0012732145838797004,0.374,0.0012845529536038704,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,core_ols_financial_ext,core_ols,operational,isolating: same history and target,MSE,0,0.0,44,-0.0011808601432269452,-0.003901700283308909,0.0011725135979949266,0.373,0.0013227914010988076,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,core_ols_financial_ext,core_ols,operational,isolating: same history and target,MSE,0,0.0,44,-0.0011808601432269452,-0.0033607568954690937,0.0008999460357911333,0.315,0.0011373796131203808,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,arx,core_ols,operational,isolating: same history and target,MSE,0,0.0,44,0.0006681933712781304,-0.0007575453801815161,0.0020727721453999235,0.352,0.0007258211293068121,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,arx,core_ols,operational,isolating: same history and target,MSE,0,0.0,44,0.0006681933712781304,-0.0007202816982336181,0.002072189881002615,0.334,0.0007071770208294956,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,arx,core_ols,operational,isolating: same history and target,MSE,0,0.0,44,0.0006681933712781304,-0.0006332298274276994,0.0019165280808715037,0.325,0.000640519352095189,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,ar1,historical_mean,operational,isolating: same history and target,MSE,0,0.0,44,0.0005426481425587025,-0.0006263840248069219,0.0017844647761789808,0.389,0.0006280037528507756,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,ar1,historical_mean,operational,isolating: same history and target,MSE,0,0.0,44,0.0005426481425587025,-0.0007289236222202951,0.0018021696107185952,0.429,0.0006391121345136475,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,ar1,historical_mean,operational,isolating: same history and target,MSE,0,0.0,44,0.0005426481425587025,-0.0004730926779370268,0.001417253460958164,0.283,0.00048517266070391234,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,core_ols,historical_mean,operational,isolating: same history and target,MSE,0,0.0,44,-0.0014852718527921548,-0.0052159657877636325,0.0017936623803765316,0.421,0.0018146219892411837,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,core_ols,historical_mean,operational,isolating: same history and target,MSE,0,0.0,44,-0.0014852718527921548,-0.004859687813869703,0.0018027941275325524,0.403,0.001704161047645011,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,core_ols,historical_mean,operational,isolating: same history and target,MSE,0,0.0,44,-0.0014852718527921548,-0.005032520573084776,0.0023389377558363875,0.414,0.0018385922906610495,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,core_ridge,historical_mean,operational,isolating: same history and target,MSE,0,0.0,44,-0.0020625098399346038,-0.005659640699047442,0.0006468418916855276,0.163,0.001584482048187742,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,core_ridge,historical_mean,operational,isolating: same history and target,MSE,0,0.0,44,-0.0020625098399346038,-0.005364698305646517,0.0005074899641001373,0.15,0.0014904914717881407,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,core_ridge,historical_mean,operational,isolating: same history and target,MSE,0,0.0,44,-0.0020625098399346038,-0.005095492570983231,0.0004174729197300744,0.142,0.0014332344586655238,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,core_financial_changes,historical_mean,operational,isolating: same history and target,MSE,0,0.18181818181818182,44,8.197230613248971e-05,-0.0010733221557501804,0.0013183089139587967,0.945,0.0006100996575264687,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,core_financial_changes,historical_mean,operational,isolating: same history and target,MSE,0,0.18181818181818182,44,8.197230613248971e-05,-0.0010419960247789071,0.001351216307192545,0.94,0.0006119586954927333,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,core_financial_changes,historical_mean,operational,isolating: same history and target,MSE,0,0.18181818181818182,44,8.197230613248971e-05,-0.0008063844794207694,0.0011587560457574381,0.931,0.000511565125682794,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,ridge_full,historical_mean,operational,isolating: same history and target,MSE,0,0.0,44,-0.0007723665763572624,-0.0026571484939578445,0.0010927258756486626,0.432,0.0009408408823037093,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,ridge_full,historical_mean,operational,isolating: same history and target,MSE,0,0.0,44,-0.0007723665763572624,-0.002632883420222784,0.0008114145495289907,0.388,0.000857603163386802,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,ridge_full,historical_mean,operational,isolating: same history and target,MSE,0,0.0,44,-0.0007723665763572624,-0.0022093502624976704,0.0005560711274861011,0.308,0.0007246190093850453,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,lasso_full,historical_mean,operational,isolating: same history and target,MSE,0,0.8181818181818182,44,-0.002571737999405595,-0.007222199447763758,0.0007852292158664008,0.227,0.002071357992751447,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,lasso_full,historical_mean,operational,isolating: same history and target,MSE,0,0.8181818181818182,44,-0.002571737999405595,-0.007254944732394014,0.0003926146079332005,0.292,0.0021168202103710025,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,lasso_full,historical_mean,operational,isolating: same history and target,MSE,0,0.8181818181818182,44,-0.002571737999405595,-0.007254944732394012,0.0003926146079332005,0.386,0.0020891626302022978,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,elastic_full,historical_mean,operational,isolating: same history and target,MSE,0,0.5454545454545454,44,-0.001087502499860334,-0.003782731043197594,0.001263700106207844,0.47,0.0013084203367821207,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,elastic_full,historical_mean,operational,isolating: same history and target,MSE,0,0.5454545454545454,44,-0.001087502499860334,-0.003893588390574192,0.0011774845782436976,0.458,0.0013086459649913177,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,elastic_full,historical_mean,operational,isolating: same history and target,MSE,0,0.5454545454545454,44,-0.001087502499860334,-0.0039274206678208004,0.0010653770265910288,0.494,0.001311570381401215,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,forest_full,historical_mean,operational,isolating: same history and target,MSE,0,0.2727272727272727,44,-0.0009984255832345586,-0.0025334600729470425,0.00035486516393852215,0.17,0.0007397151267323507,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,forest_full,historical_mean,operational,isolating: same history and target,MSE,0,0.2727272727272727,44,-0.0009984255832345586,-0.002575327539479082,0.00033501171116962283,0.162,0.0007284445538688295,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,forest_full,historical_mean,operational,isolating: same history and target,MSE,0,0.2727272727272727,44,-0.0009984255832345586,-0.0024828812895157514,0.00025722664937311625,0.146,0.0007183764911431585,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,CRS,boost_full,historical_mean,operational,isolating: same history and target,MSE,0,0.8181818181818182,44,-0.0004092923308584054,-0.0015563527673190052,0.00040022958158842227,0.505,0.0005061355783709623,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
