ticker,task,horizon,window,model,date,origin,target_end,actual,prediction,benchmark,train_n,pool_n,high_vol_regime,rate_rising_regime,fallback
CRS,return,1,expanding,panel_company_effects,2023-10-31,2023-10-31,2023-11-30,0.1289858779203956,0.0270908068068023,0.019750012449949082,94,376,0.0,1.0,False
ENTG,return,1,expanding,panel_company_effects,2023-10-31,2023-10-31,2023-11-30,0.1858246935795939,0.014087901378487866,0.025940400666601058,94,376,0.0,1.0,False
MTRN,return,1,expanding,panel_company_effects,2023-10-31,2023-10-31,2023-11-30,0.167631269804128,0.037994600417065504,0.018950001224660902,94,376,0.0,1.0,False
ENTG,return,1,expanding,business_pair_ridge,2023-10-31,2023-10-31,2023-11-30,0.1858246935795939,-0.03672731073847228,0.025940400666601058,94,188,0.0,1.0,False
MTRN,return,1,expanding,business_pair_ridge,2023-10-31,2023-10-31,2023-11-30,0.167631269804128,-0.030632971628361396,0.018950001224660902,94,188,0.0,1.0,False
ATI,return,1,expanding,business_pair_ridge,2023-10-31,2023-10-31,2023-11-30,0.1636219282572315,0.013973663944548192,0.02559526489383866,94,188,0.0,1.0,False
CRS,return,1,expanding,business_pair_ridge,2023-10-31,2023-10-31,2023-11-30,0.1289858779203956,-0.007206645091184072,0.019750012449949082,94,188,0.0,1.0,False
ATI,variance,1,expanding,pooled_ridge,2023-10-31,2023-10-31,2023-11-30,0.0006724674959901,0.0008792522481394611,0.0003113940340915057,94,376,0.0,1.0,False
CRS,variance,1,expanding,pooled_ridge,2023-10-31,2023-10-31,2023-11-30,0.0006615955246469,0.0007335403931430613,0.0004974618325222259,94,376,0.0,1.0,False
ENTG,variance,1,expanding,pooled_ridge,2023-10-31,2023-10-31,2023-11-30,0.0008153040355003,0.0009042377972171941,0.0003772531041009525,94,376,0.0,1.0,False
MTRN,variance,1,expanding,pooled_ridge,2023-10-31,2023-10-31,2023-11-30,0.0008817005538013,0.0007340862702462354,0.00030631282220490436,94,376,0.0,1.0,False
ATI,variance,1,expanding,pooled_forest,2023-10-31,2023-10-31,2023-11-30,0.0006724674959901,0.0006112897972228792,0.0003113940340915057,94,376,0.0,1.0,False
CRS,variance,1,expanding,pooled_forest,2023-10-31,2023-10-31,2023-11-30,0.0006615955246469,0.00060266240838604,0.0004974618325222259,94,376,0.0,1.0,False
ENTG,variance,1,expanding,pooled_forest,2023-10-31,2023-10-31,2023-11-30,0.0008153040355003,0.0006190832156552753,0.0003772531041009525,94,376,0.0,1.0,False
MTRN,variance,1,expanding,pooled_forest,2023-10-31,2023-10-31,2023-11-30,0.0008817005538013,0.0005528508326286756,0.00030631282220490436,94,376,0.0,1.0,False
ATI,variance,1,expanding,pooled_boost,2023-10-31,2023-10-31,2023-11-30,0.0006724674959901,0.0005610328231519189,0.0003113940340915057,94,376,0.0,1.0,False
CRS,variance,1,expanding,pooled_boost,2023-10-31,2023-10-31,2023-11-30,0.0006615955246469,0.0005799379801129452,0.0004974618325222259,94,376,0.0,1.0,False
ENTG,variance,1,expanding,pooled_boost,2023-10-31,2023-10-31,2023-11-30,0.0008153040355003,0.0006430466679079186,0.0003772531041009525,94,376,0.0,1.0,False
MTRN,variance,1,expanding,pooled_boost,2023-10-31,2023-10-31,2023-11-30,0.0008817005538013,0.0005184070386283362,0.00030631282220490436,94,376,0.0,1.0,False
ATI,variance,1,expanding,panel_company_effects,2023-10-31,2023-10-31,2023-11-30,0.0006724674959901,0.0013267805507586894,0.0003113940340915057,94,376,0.0,1.0,False
CRS,variance,1,expanding,panel_company_effects,2023-10-31,2023-10-31,2023-11-30,0.0006615955246469,0.0010215411424158503,0.0004974618325222259,94,376,0.0,1.0,False
ENTG,variance,1,expanding,panel_company_effects,2023-10-31,2023-10-31,2023-11-30,0.0008153040355003,0.0007802275796863009,0.0003772531041009525,94,376,0.0,1.0,False
MTRN,variance,1,expanding,panel_company_effects,2023-10-31,2023-10-31,2023-11-30,0.0008817005538013,0.0007755575502916361,0.00030631282220490436,94,376,0.0,1.0,False
ENTG,variance,1,expanding,business_pair_ridge,2023-10-31,2023-10-31,2023-11-30,0.0008153040355003,0.0007109237141887718,0.0003772531041009525,94,188,0.0,1.0,False
MTRN,variance,1,expanding,business_pair_ridge,2023-10-31,2023-10-31,2023-11-30,0.0008817005538013,0.000865920984566701,0.00030631282220490436,94,188,0.0,1.0,False
ATI,variance,1,expanding,business_pair_ridge,2023-10-31,2023-10-31,2023-11-30,0.0006724674959901,0.0006649789121358407,0.0003113940340915057,94,188,0.0,1.0,False
CRS,variance,1,expanding,business_pair_ridge,2023-10-31,2023-10-31,2023-11-30,0.0006615955246469,0.000678885785866841,0.0004974618325222259,94,188,0.0,1.0,False
ATI,return,1,expanding,pooled_ridge,2023-11-30,2023-11-30,2023-12-31,0.0345847652190576,-0.029232959051872537,0.02704817713976911,95,380,0.0,1.0,False
CRS,return,1,expanding,pooled_ridge,2023-11-30,2023-11-30,2023-12-31,-0.0001410165930978,-0.01120992356901293,0.020899863665427468,95,380,0.0,1.0,False
ENTG,return,1,expanding,pooled_ridge,2023-11-30,2023-11-30,2023-12-31,0.1477009619004738,0.005621570586878514,0.027623393223579932,95,380,0.0,1.0,False
MTRN,return,1,expanding,pooled_ridge,2023-11-30,2023-11-30,2023-12-31,0.1504729690054069,-0.018532838952285233,0.020515067209707923,95,380,0.0,1.0,False
ATI,return,1,expanding,pooled_forest,2023-11-30,2023-11-30,2023-12-31,0.0345847652190576,0.010207305957680931,0.02704817713976911,95,380,0.0,1.0,False
CRS,return,1,expanding,pooled_forest,2023-11-30,2023-11-30,2023-12-31,-0.0001410165930978,0.011893627216835057,0.020899863665427468,95,380,0.0,1.0,False
ENTG,return,1,expanding,pooled_forest,2023-11-30,2023-11-30,2023-12-31,0.1477009619004738,0.026911692747136767,0.027623393223579932,95,380,0.0,1.0,False
MTRN,return,1,expanding,pooled_forest,2023-11-30,2023-11-30,2023-12-31,0.1504729690054069,0.027283589396566568,0.020515067209707923,95,380,0.0,1.0,False
ATI,return,1,expanding,pooled_boost,2023-11-30,2023-11-30,2023-12-31,0.0345847652190576,0.02828064681055264,0.02704817713976911,95,380,0.0,1.0,False
CRS,return,1,expanding,pooled_boost,2023-11-30,2023-11-30,2023-12-31,-0.0001410165930978,0.02828064681055264,0.020899863665427468,95,380,0.0,1.0,False
ENTG,return,1,expanding,pooled_boost,2023-11-30,2023-11-30,2023-12-31,0.1477009619004738,0.02828064681055264,0.027623393223579932,95,380,0.0,1.0,False
MTRN,return,1,expanding,pooled_boost,2023-11-30,2023-11-30,2023-12-31,0.1504729690054069,0.02828064681055264,0.020515067209707923,95,380,0.0,1.0,False
ATI,return,1,expanding,panel_company_effects,2023-11-30,2023-11-30,2023-12-31,0.0345847652190576,0.0007310946908834319,0.02704817713976911,95,380,0.0,1.0,False
CRS,return,1,expanding,panel_company_effects,2023-11-30,2023-11-30,2023-12-31,-0.0001410165930978,0.01621758829250346,0.020899863665427468,95,380,0.0,1.0,False
ENTG,return,1,expanding,panel_company_effects,2023-11-30,2023-11-30,2023-12-31,0.1477009619004738,0.03533365523086961,0.027623393223579932,95,380,0.0,1.0,False
MTRN,return,1,expanding,panel_company_effects,2023-11-30,2023-11-30,2023-12-31,0.1504729690054069,0.005699658737200155,0.020515067209707923,95,380,0.0,1.0,False
ENTG,return,1,expanding,business_pair_ridge,2023-11-30,2023-11-30,2023-12-31,0.1477009619004738,-0.023850371744806968,0.027623393223579932,95,190,0.0,1.0,False
MTRN,return,1,expanding,business_pair_ridge,2023-11-30,2023-11-30,2023-12-31,0.1504729690054069,-0.01739259163111445,0.020515067209707923,95,190,0.0,1.0,False
ATI,return,1,expanding,business_pair_ridge,2023-11-30,2023-11-30,2023-12-31,0.0345847652190576,0.04047525621253641,0.02704817713976911,95,190,0.0,1.0,False
CRS,return,1,expanding,business_pair_ridge,2023-11-30,2023-11-30,2023-12-31,-0.0001410165930978,0.01984832247575824,0.020899863665427468,95,190,0.0,1.0,False
ATI,variance,1,expanding,pooled_ridge,2023-11-30,2023-11-30,2023-12-31,0.0004271133300783,0.000527894461808286,0.0004874136793875071,95,380,0.0,1.0,False
CRS,variance,1,expanding,pooled_ridge,2023-11-30,2023-11-30,2023-12-31,0.0006470451507023,0.00044234615815272175,0.0006296180096765154,95,380,0.0,1.0,False
ENTG,variance,1,expanding,pooled_ridge,2023-11-30,2023-11-30,2023-12-31,0.0004200478957958,0.0005710865623839508,0.0005309956837850642,95,380,0.0,1.0,False
MTRN,variance,1,expanding,pooled_ridge,2023-11-30,2023-11-30,2023-12-31,0.000378214376418,0.0004103977413075092,0.0005254452649138106,95,380,0.0,1.0,False
ATI,variance,1,expanding,pooled_forest,2023-11-30,2023-11-30,2023-12-31,0.0004271133300783,0.0004626688388459522,0.0004874136793875071,95,380,0.0,1.0,False
CRS,variance,1,expanding,pooled_forest,2023-11-30,2023-11-30,2023-12-31,0.0006470451507023,0.0004894793623950594,0.0006296180096765154,95,380,0.0,1.0,False
ENTG,variance,1,expanding,pooled_forest,2023-11-30,2023-11-30,2023-12-31,0.0004200478957958,0.0005289861250125126,0.0005309956837850642,95,380,0.0,1.0,False
MTRN,variance,1,expanding,pooled_forest,2023-11-30,2023-11-30,2023-12-31,0.000378214376418,0.00043457655576927874,0.0005254452649138106,95,380,0.0,1.0,False
ATI,variance,1,expanding,pooled_boost,2023-11-30,2023-11-30,2023-12-31,0.0004271133300783,0.0005550077191941277,0.0004874136793875071,95,380,0.0,1.0,False
CRS,variance,1,expanding,pooled_boost,2023-11-30,2023-11-30,2023-12-31,0.0006470451507023,0.0006447168678470732,0.0006296180096765154,95,380,0.0,1.0,False
ENTG,variance,1,expanding,pooled_boost,2023-11-30,2023-11-30,2023-12-31,0.0004200478957958,0.0005847029378588898,0.0005309956837850642,95,380,0.0,1.0,False
MTRN,variance,1,expanding,pooled_boost,2023-11-30,2023-11-30,2023-12-31,0.000378214376418,0.0005228846122859351,0.0005254452649138106,95,380,0.0,1.0,False
ATI,variance,1,expanding,panel_company_effects,2023-11-30,2023-11-30,2023-12-31,0.0004271133300783,0.0008804134348952287,0.0004874136793875071,95,380,0.0,1.0,False
CRS,variance,1,expanding,panel_company_effects,2023-11-30,2023-11-30,2023-12-31,0.0006470451507023,0.0006320124575789789,0.0006296180096765154,95,380,0.0,1.0,False
ENTG,variance,1,expanding,panel_company_effects,2023-11-30,2023-11-30,2023-12-31,0.0004200478957958,0.0006227898718159537,0.0005309956837850642,95,380,0.0,1.0,False
MTRN,variance,1,expanding,panel_company_effects,2023-11-30,2023-11-30,2023-12-31,0.000378214376418,0.0004889879064178749,0.0005254452649138106,95,380,0.0,1.0,False
ENTG,variance,1,expanding,business_pair_ridge,2023-11-30,2023-11-30,2023-12-31,0.0004200478957958,0.0005187594721474654,0.0005309956837850642,95,190,0.0,1.0,False
MTRN,variance,1,expanding,business_pair_ridge,2023-11-30,2023-11-30,2023-12-31,0.000378214376418,0.0004270660167748583,0.0005254452649138106,95,190,0.0,1.0,False
ATI,variance,1,expanding,business_pair_ridge,2023-11-30,2023-11-30,2023-12-31,0.0004271133300783,0.0004900848613221568,0.0004874136793875071,95,190,0.0,1.0,False
CRS,variance,1,expanding,business_pair_ridge,2023-11-30,2023-11-30,2023-12-31,0.0006470451507023,0.00040977411021550785,0.0006296180096765154,95,190,0.0,1.0,False
ATI,return,1,expanding,pooled_ridge,2023-12-31,2023-12-29,2024-01-31,-0.1011656513157051,-0.015637689191882555,0.02712668326559504,96,384,0.0,0.0,False
CRS,return,1,expanding,pooled_ridge,2023-12-31,2023-12-29,2024-01-31,-0.1273323457502243,0.015812821235485712,0.02068068782940116,96,384,0.0,0.0,False
ENTG,return,1,expanding,pooled_ridge,2023-12-31,2023-12-29,2024-01-31,-0.0168938163252386,-0.006871031138692779,0.02887420123063091,96,384,0.0,0.0,False
MTRN,return,1,expanding,pooled_ridge,2023-12-31,2023-12-29,2024-01-31,-0.1011295597146849,0.005198803975951922,0.021868795353413118,96,384,0.0,0.0,False
ATI,return,1,expanding,pooled_forest,2023-12-31,2023-12-29,2024-01-31,-0.1011656513157051,0.021029765329065305,0.02712668326559504,96,384,0.0,0.0,False
CRS,return,1,expanding,pooled_forest,2023-12-31,2023-12-29,2024-01-31,-0.1273323457502243,0.022090843951024473,0.02068068782940116,96,384,0.0,0.0,False
ENTG,return,1,expanding,pooled_forest,2023-12-31,2023-12-29,2024-01-31,-0.0168938163252386,0.026193162854794762,0.02887420123063091,96,384,0.0,0.0,False
MTRN,return,1,expanding,pooled_forest,2023-12-31,2023-12-29,2024-01-31,-0.1011295597146849,0.026196672367975012,0.021868795353413118,96,384,0.0,0.0,False
ATI,return,1,expanding,pooled_boost,2023-12-31,2023-12-29,2024-01-31,-0.1011656513157051,0.034624068436539285,0.02712668326559504,96,384,0.0,0.0,False
CRS,return,1,expanding,pooled_boost,2023-12-31,2023-12-29,2024-01-31,-0.1273323457502243,0.034624068436539285,0.02068068782940116,96,384,0.0,0.0,False
ENTG,return,1,expanding,pooled_boost,2023-12-31,2023-12-29,2024-01-31,-0.0168938163252386,0.034624068436539285,0.02887420123063091,96,384,0.0,0.0,False
MTRN,return,1,expanding,pooled_boost,2023-12-31,2023-12-29,2024-01-31,-0.1011295597146849,0.034624068436539285,0.021868795353413118,96,384,0.0,0.0,False
ATI,return,1,expanding,panel_company_effects,2023-12-31,2023-12-29,2024-01-31,-0.1011656513157051,0.014260975699023608,0.02712668326559504,96,384,0.0,0.0,False
CRS,return,1,expanding,panel_company_effects,2023-12-31,2023-12-29,2024-01-31,-0.1273323457502243,0.027099868655942605,0.02068068782940116,96,384,0.0,0.0,False
ENTG,return,1,expanding,panel_company_effects,2023-12-31,2023-12-29,2024-01-31,-0.0168938163252386,0.05092121416973452,0.02887420123063091,96,384,0.0,0.0,False
MTRN,return,1,expanding,panel_company_effects,2023-12-31,2023-12-29,2024-01-31,-0.1011295597146849,0.027559215990111893,0.021868795353413118,96,384,0.0,0.0,False
ENTG,return,1,expanding,business_pair_ridge,2023-12-31,2023-12-29,2024-01-31,-0.0168938163252386,-0.01794071054950994,0.02887420123063091,96,192,0.0,0.0,False
MTRN,return,1,expanding,business_pair_ridge,2023-12-31,2023-12-29,2024-01-31,-0.1011295597146849,-0.008235762291583463,0.021868795353413118,96,192,0.0,0.0,False
ATI,return,1,expanding,business_pair_ridge,2023-12-31,2023-12-29,2024-01-31,-0.1011656513157051,0.024715162785738924,0.02712668326559504,96,192,0.0,0.0,False
CRS,return,1,expanding,business_pair_ridge,2023-12-31,2023-12-29,2024-01-31,-0.1273323457502243,0.01869573830797785,0.02068068782940116,96,192,0.0,0.0,False
ATI,variance,1,expanding,pooled_ridge,2023-12-31,2023-12-29,2024-01-31,0.00039780728011,0.0005172555408819058,0.0005302221852357521,96,384,0.0,0.0,False
CRS,variance,1,expanding,pooled_ridge,2023-12-31,2023-12-29,2024-01-31,0.0006803448361944,0.0004971756668337587,0.0006804036295040727,96,384,0.0,0.0,False
ENTG,variance,1,expanding,pooled_ridge,2023-12-31,2023-12-29,2024-01-31,0.0005162828075672,0.0004990724727024757,0.0005766157167373908,96,384,0.0,0.0,False
MTRN,variance,1,expanding,pooled_ridge,2023-12-31,2023-12-29,2024-01-31,0.000249253831045,0.00036651814482230544,0.0005032690479983992,96,384,0.0,0.0,False
ATI,variance,1,expanding,pooled_forest,2023-12-31,2023-12-29,2024-01-31,0.00039780728011,0.0004648539836990315,0.0005302221852357521,96,384,0.0,0.0,False
CRS,variance,1,expanding,pooled_forest,2023-12-31,2023-12-29,2024-01-31,0.0006803448361944,0.0005188912032694349,0.0006804036295040727,96,384,0.0,0.0,False
ENTG,variance,1,expanding,pooled_forest,2023-12-31,2023-12-29,2024-01-31,0.0005162828075672,0.0004639759953825221,0.0005766157167373908,96,384,0.0,0.0,False
MTRN,variance,1,expanding,pooled_forest,2023-12-31,2023-12-29,2024-01-31,0.000249253831045,0.000379884018346036,0.0005032690479983992,96,384,0.0,0.0,False
ATI,variance,1,expanding,pooled_boost,2023-12-31,2023-12-29,2024-01-31,0.00039780728011,0.0005550143420913605,0.0005302221852357521,96,384,0.0,0.0,False
CRS,variance,1,expanding,pooled_boost,2023-12-31,2023-12-29,2024-01-31,0.0006803448361944,0.0006458432428995832,0.0006804036295040727,96,384,0.0,0.0,False
ENTG,variance,1,expanding,pooled_boost,2023-12-31,2023-12-29,2024-01-31,0.0005162828075672,0.0005850968361723921,0.0005766157167373908,96,384,0.0,0.0,False
MTRN,variance,1,expanding,pooled_boost,2023-12-31,2023-12-29,2024-01-31,0.000249253831045,0.0005240740513499702,0.0005032690479983992,96,384,0.0,0.0,False
ATI,variance,1,expanding,panel_company_effects,2023-12-31,2023-12-29,2024-01-31,0.00039780728011,0.0010404696152059795,0.0005302221852357521,96,384,0.0,0.0,False
CRS,variance,1,expanding,panel_company_effects,2023-12-31,2023-12-29,2024-01-31,0.0006803448361944,0.0007561887548241117,0.0006804036295040727,96,384,0.0,0.0,False
ENTG,variance,1,expanding,panel_company_effects,2023-12-31,2023-12-29,2024-01-31,0.0005162828075672,0.0007422830368249427,0.0005766157167373908,96,384,0.0,0.0,False
MTRN,variance,1,expanding,panel_company_effects,2023-12-31,2023-12-29,2024-01-31,0.000249253831045,0.0005659776841618522,0.0005032690479983992,96,384,0.0,0.0,False
ENTG,variance,1,expanding,business_pair_ridge,2023-12-31,2023-12-29,2024-01-31,0.0005162828075672,0.0004428476952059255,0.0005766157167373908,96,192,0.0,0.0,False
MTRN,variance,1,expanding,business_pair_ridge,2023-12-31,2023-12-29,2024-01-31,0.000249253831045,0.0004010982085590341,0.0005032690479983992,96,192,0.0,0.0,False
ATI,variance,1,expanding,business_pair_ridge,2023-12-31,2023-12-29,2024-01-31,0.00039780728011,0.00046679452202956484,0.0005302221852357521,96,192,0.0,0.0,False
CRS,variance,1,expanding,business_pair_ridge,2023-12-31,2023-12-29,2024-01-31,0.0006803448361944,0.00044337234236047134,0.0006804036295040727,96,192,0.0,0.0,False
ATI,return,1,expanding,pooled_ridge,2024-01-31,2024-01-31,2024-02-29,0.2033276630895124,0.005380511799822053,0.025804081878158955,97,388,0.0,0.0,False
CRS,return,1,expanding,pooled_ridge,2024-01-31,2024-01-31,2024-02-29,0.0496833228114355,0.0317292938217338,0.019154780266724607,97,388,0.0,0.0,False
ENTG,return,1,expanding,pooled_ridge,2024-01-31,2024-01-31,2024-02-29,0.1415463236411185,0.020817436362039914,0.028402365998096174,97,388,0.0,0.0,False
MTRN,return,1,expanding,pooled_ridge,2024-01-31,2024-01-31,2024-02-29,0.1494652170560082,0.009182880656827517,0.020600771074360563,97,388,0.0,0.0,False
ATI,return,1,expanding,pooled_forest,2024-01-31,2024-01-31,2024-02-29,0.2033276630895124,0.00033401726811871715,0.025804081878158955,97,388,0.0,0.0,False
CRS,return,1,expanding,pooled_forest,2024-01-31,2024-01-31,2024-02-29,0.0496833228114355,0.003803860525243504,0.019154780266724607,97,388,0.0,0.0,False
ENTG,return,1,expanding,pooled_forest,2024-01-31,2024-01-31,2024-02-29,0.1415463236411185,0.013998100150804686,0.028402365998096174,97,388,0.0,0.0,False
MTRN,return,1,expanding,pooled_forest,2024-01-31,2024-01-31,2024-02-29,0.1494652170560082,0.010653588675521445,0.020600771074360563,97,388,0.0,0.0,False
ATI,return,1,expanding,pooled_boost,2024-01-31,2024-01-31,2024-02-29,0.2033276630895124,0.014506602884577455,0.025804081878158955,97,388,0.0,0.0,False
CRS,return,1,expanding,pooled_boost,2024-01-31,2024-01-31,2024-02-29,0.0496833228114355,0.014506602884577455,0.019154780266724607,97,388,0.0,0.0,False
ENTG,return,1,expanding,pooled_boost,2024-01-31,2024-01-31,2024-02-29,0.1415463236411185,0.016735923524924607,0.028402365998096174,97,388,0.0,0.0,False
MTRN,return,1,expanding,pooled_boost,2024-01-31,2024-01-31,2024-02-29,0.1494652170560082,0.01864870491885182,0.020600771074360563,97,388,0.0,0.0,False
ATI,return,1,expanding,panel_company_effects,2024-01-31,2024-01-31,2024-02-29,0.2033276630895124,0.022357103749160945,0.025804081878158955,97,388,0.0,0.0,False
CRS,return,1,expanding,panel_company_effects,2024-01-31,2024-01-31,2024-02-29,0.0496833228114355,0.03996208031766603,0.019154780266724607,97,388,0.0,0.0,False
ENTG,return,1,expanding,panel_company_effects,2024-01-31,2024-01-31,2024-02-29,0.1415463236411185,0.06053173271631648,0.028402365998096174,97,388,0.0,0.0,False
MTRN,return,1,expanding,panel_company_effects,2024-01-31,2024-01-31,2024-02-29,0.1494652170560082,0.03137763293408488,0.020600771074360563,97,388,0.0,0.0,False
ENTG,return,1,expanding,business_pair_ridge,2024-01-31,2024-01-31,2024-02-29,0.1415463236411185,-0.012397841136854555,0.028402365998096174,97,194,0.0,0.0,False
MTRN,return,1,expanding,business_pair_ridge,2024-01-31,2024-01-31,2024-02-29,0.1494652170560082,0.006940375460763527,0.020600771074360563,97,194,0.0,0.0,False
ATI,return,1,expanding,business_pair_ridge,2024-01-31,2024-01-31,2024-02-29,0.2033276630895124,0.07172028834087926,0.025804081878158955,97,194,0.0,0.0,False
CRS,return,1,expanding,business_pair_ridge,2024-01-31,2024-01-31,2024-02-29,0.0496833228114355,0.06763349501695806,0.019154780266724607,97,194,0.0,0.0,False
ATI,variance,1,expanding,pooled_ridge,2024-01-31,2024-01-31,2024-02-29,0.0008380482315056,0.0006580094737948298,0.0005023877248035942,97,388,0.0,0.0,False
CRS,variance,1,expanding,pooled_ridge,2024-01-31,2024-01-31,2024-02-29,0.0004310702245478,0.0006869156421016026,0.0006569769306212727,97,388,0.0,0.0,False
ENTG,variance,1,expanding,pooled_ridge,2024-01-31,2024-01-31,2024-02-29,0.0003801151229504,0.0006523719725694464,0.000574412010027209,97,388,0.0,0.0,False
MTRN,variance,1,expanding,pooled_ridge,2024-01-31,2024-01-31,2024-02-29,0.001078333759894,0.0004782614327591948,0.0005156012145734119,97,388,0.0,0.0,False
ATI,variance,1,expanding,pooled_forest,2024-01-31,2024-01-31,2024-02-29,0.0008380482315056,0.0005766890741522485,0.0005023877248035942,97,388,0.0,0.0,False
CRS,variance,1,expanding,pooled_forest,2024-01-31,2024-01-31,2024-02-29,0.0004310702245478,0.0006435925804233168,0.0006569769306212727,97,388,0.0,0.0,False
ENTG,variance,1,expanding,pooled_forest,2024-01-31,2024-01-31,2024-02-29,0.0003801151229504,0.0005706207198025321,0.000574412010027209,97,388,0.0,0.0,False
MTRN,variance,1,expanding,pooled_forest,2024-01-31,2024-01-31,2024-02-29,0.001078333759894,0.0005065711418494847,0.0005156012145734119,97,388,0.0,0.0,False
ATI,variance,1,expanding,pooled_boost,2024-01-31,2024-01-31,2024-02-29,0.0008380482315056,0.0005543887218995277,0.0005023877248035942,97,388,0.0,0.0,False
CRS,variance,1,expanding,pooled_boost,2024-01-31,2024-01-31,2024-02-29,0.0004310702245478,0.0007030646853851687,0.0006569769306212727,97,388,0.0,0.0,False
ENTG,variance,1,expanding,pooled_boost,2024-01-31,2024-01-31,2024-02-29,0.0003801151229504,0.0005819222265092648,0.000574412010027209,97,388,0.0,0.0,False
MTRN,variance,1,expanding,pooled_boost,2024-01-31,2024-01-31,2024-02-29,0.001078333759894,0.0005204660645433015,0.0005156012145734119,97,388,0.0,0.0,False
ATI,variance,1,expanding,panel_company_effects,2024-01-31,2024-01-31,2024-02-29,0.0008380482315056,0.0011320538042554483,0.0005023877248035942,97,388,0.0,0.0,False
CRS,variance,1,expanding,panel_company_effects,2024-01-31,2024-01-31,2024-02-29,0.0004310702245478,0.0009504608577816984,0.0006569769306212727,97,388,0.0,0.0,False
ENTG,variance,1,expanding,panel_company_effects,2024-01-31,2024-01-31,2024-02-29,0.0003801151229504,0.0008227175191376863,0.000574412010027209,97,388,0.0,0.0,False
MTRN,variance,1,expanding,panel_company_effects,2024-01-31,2024-01-31,2024-02-29,0.001078333759894,0.0006422714312855427,0.0005156012145734119,97,388,0.0,0.0,False
ENTG,variance,1,expanding,business_pair_ridge,2024-01-31,2024-01-31,2024-02-29,0.0003801151229504,0.0006562674843667133,0.000574412010027209,97,194,0.0,0.0,False
MTRN,variance,1,expanding,business_pair_ridge,2024-01-31,2024-01-31,2024-02-29,0.001078333759894,0.0006239117381653005,0.0005156012145734119,97,194,0.0,0.0,False
ATI,variance,1,expanding,business_pair_ridge,2024-01-31,2024-01-31,2024-02-29,0.0008380482315056,0.0005841563101154984,0.0005023877248035942,97,194,0.0,0.0,False
CRS,variance,1,expanding,business_pair_ridge,2024-01-31,2024-01-31,2024-02-29,0.0004310702245478,0.0006586515982593509,0.0006569769306212727,97,194,0.0,0.0,False
ATI,return,1,expanding,pooled_ridge,2024-02-29,2024-02-29,2024-03-31,0.0404635594026239,-0.014671001189555648,0.02761554699256052,98,392,0.0,1.0,False
CRS,return,1,expanding,pooled_ridge,2024-02-29,2024-02-29,2024-03-31,0.1047177998130821,0.0028916352590712506,0.01946629600697676,98,392,0.0,1.0,False
ENTG,return,1,expanding,pooled_ridge,2024-02-29,2024-02-29,2024-03-31,0.0459957592001485,-0.010435986854858175,0.029556896178127012,98,392,0.0,1.0,False
MTRN,return,1,expanding,pooled_ridge,2024-02-29,2024-02-29,2024-03-31,-0.0191335423631086,-0.03971816418587022,0.021915714400703907,98,392,0.0,1.0,False
ATI,return,1,expanding,pooled_forest,2024-02-29,2024-02-29,2024-03-31,0.0404635594026239,-0.010289970201821198,0.02761554699256052,98,392,0.0,1.0,False
CRS,return,1,expanding,pooled_forest,2024-02-29,2024-02-29,2024-03-31,0.1047177998130821,-0.0047031102551706346,0.01946629600697676,98,392,0.0,1.0,False
ENTG,return,1,expanding,pooled_forest,2024-02-29,2024-02-29,2024-03-31,0.0459957592001485,0.006103026708370235,0.029556896178127012,98,392,0.0,1.0,False
MTRN,return,1,expanding,pooled_forest,2024-02-29,2024-02-29,2024-03-31,-0.0191335423631086,-0.0010860862724647487,0.021915714400703907,98,392,0.0,1.0,False
ATI,return,1,expanding,pooled_boost,2024-02-29,2024-02-29,2024-03-31,0.0404635594026239,0.010013526636465743,0.02761554699256052,98,392,0.0,1.0,False
CRS,return,1,expanding,pooled_boost,2024-02-29,2024-02-29,2024-03-31,0.1047177998130821,0.010013526636465743,0.01946629600697676,98,392,0.0,1.0,False
ENTG,return,1,expanding,pooled_boost,2024-02-29,2024-02-29,2024-03-31,0.0459957592001485,0.010013526636465743,0.029556896178127012,98,392,0.0,1.0,False
MTRN,return,1,expanding,pooled_boost,2024-02-29,2024-02-29,2024-03-31,-0.0191335423631086,0.010013526636465743,0.021915714400703907,98,392,0.0,1.0,False
ATI,return,1,expanding,panel_company_effects,2024-02-29,2024-02-29,2024-03-31,0.0404635594026239,0.005684814848636817,0.02761554699256052,98,392,0.0,1.0,False
CRS,return,1,expanding,panel_company_effects,2024-02-29,2024-02-29,2024-03-31,0.1047177998130821,0.02639384973623337,0.01946629600697676,98,392,0.0,1.0,False
ENTG,return,1,expanding,panel_company_effects,2024-02-29,2024-02-29,2024-03-31,0.0459957592001485,0.030705256493758853,0.029556896178127012,98,392,0.0,1.0,False
MTRN,return,1,expanding,panel_company_effects,2024-02-29,2024-02-29,2024-03-31,-0.0191335423631086,0.026551277765599634,0.021915714400703907,98,392,0.0,1.0,False
ENTG,return,1,expanding,business_pair_ridge,2024-02-29,2024-02-29,2024-03-31,0.0459957592001485,-0.0744785431621621,0.029556896178127012,98,196,0.0,1.0,False
MTRN,return,1,expanding,business_pair_ridge,2024-02-29,2024-02-29,2024-03-31,-0.0191335423631086,-0.04865951507237653,0.021915714400703907,98,196,0.0,1.0,False
ATI,return,1,expanding,business_pair_ridge,2024-02-29,2024-02-29,2024-03-31,0.0404635594026239,0.02108595529743701,0.02761554699256052,98,196,0.0,1.0,False
