item,task,ticker,subject,metric,baseline_published,baseline_new_inference,revision,change_from_inference,change_from_refit,note
headline vs benchmark,return,ATI,core_ridge vs historical_mean,mean loss reduction,9.438694563817664e-05,9.438694563817665e-05,0.0005651362500748,1.3552527156068805e-20,0.00047074930443662333,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,return,ATI,core_ridge vs historical_mean,unadjusted p-value,0.9355322338830584,0.954,0.552,0.018467766116941564,-0.4019999999999999,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,return,MTRN,ridge_full vs historical_mean,mean loss reduction,-0.0013545822991439,-0.001354582299143968,-0.0003790523752503,-6.808789643208968e-17,0.0009755299238936681,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,return,MTRN,ridge_full vs historical_mean,unadjusted p-value,0.1459270364817591,0.275,0.182,0.12907296351824094,-0.09300000000000003,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,return,ENTG,ridge_full vs historical_mean,mean loss reduction,-0.0017547029919902,-0.0017547029919902993,-0.0014505320881291,-9.93129189996722e-17,0.0003041709038611993,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,return,ENTG,ridge_full vs historical_mean,unadjusted p-value,0.1469265367316342,0.144,0.144,-0.002926536731634205,0.0,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,return,CRS,ridge_full vs historical_mean,mean loss reduction,-0.0018972755770523,-0.0018972755770523327,-0.0007723665763572,-3.2742905609062234e-17,0.0011249090006951326,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,return,CRS,ridge_full vs historical_mean,unadjusted p-value,0.3398300849575212,0.377,0.388,0.037169915042478796,0.01100000000000001,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,return,ATI,ridge_full vs historical_mean,mean loss reduction,-0.0006595044340429,-0.0006595044340429554,0.0002752449706878,-5.5402731014009277e-17,0.0009347494047307554,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,return,ATI,ridge_full vs historical_mean,unadjusted p-value,0.5637181409295352,0.555,0.486,-0.008718140929535156,-0.06900000000000006,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,return,MTRN,forest_full vs historical_mean,mean loss reduction,-3.3807539669170665e-06,-3.3807539669170665e-06,0.0,0.0,3.3807539669170665e-06,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,return,MTRN,forest_full vs historical_mean,unadjusted p-value,0.9985007496251874,0.929,1.0,-0.06950074962518737,0.07099999999999995,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,return,ENTG,forest_full vs historical_mean,mean loss reduction,-0.0010121361078368,-0.0010121361078368727,0.0,-7.26415455565288e-17,0.0010121361078368727,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,return,ENTG,forest_full vs historical_mean,unadjusted p-value,0.3363318340829585,0.362,1.0,0.025668165917041463,0.638,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,return,CRS,forest_full vs historical_mean,mean loss reduction,-0.0004580825741732,-0.0004580825741732231,-0.0009984255832345,-2.3093506273941244e-17,-0.0005403430090612769,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,return,CRS,forest_full vs historical_mean,unadjusted p-value,0.6906546726636682,0.685,0.162,-0.005654672663668148,-0.523,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,return,ATI,forest_full vs historical_mean,mean loss reduction,0.0001583661346512,0.00015836613465128308,-0.0002052430195205,8.307699146670178e-17,-0.00036360915417178307,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,return,ATI,forest_full vs historical_mean,unadjusted p-value,0.8860569715142429,0.882,0.829,-0.004056971514242891,-0.05300000000000005,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,return,MTRN,boost_full vs historical_mean,mean loss reduction,0.0001539230968949,0.00015392309689493363,0.0,3.3637372401362775e-17,-0.00015392309689493363,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,return,MTRN,boost_full vs historical_mean,unadjusted p-value,0.9095452273863068,0.996,1.0,0.08645477261369316,0.0040000000000000036,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,return,ENTG,boost_full vs historical_mean,mean loss reduction,-0.0020800363919757,-0.0020800363919757513,0.0,-5.117434254131581e-17,0.0020800363919757513,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,return,ENTG,boost_full vs historical_mean,unadjusted p-value,0.000999500249875,0.004,1.0,0.003000499750125,0.996,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,return,CRS,boost_full vs historical_mean,mean loss reduction,-0.0004454831070906,-0.0004454831070906093,-0.0004092923308584,-9.324138683375338e-18,3.619077623220933e-05,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,return,CRS,boost_full vs historical_mean,unadjusted p-value,0.7346326836581709,0.716,0.684,-0.018632683658170945,-0.03199999999999992,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,return,ATI,boost_full vs historical_mean,mean loss reduction,-0.0014522485021036,-0.0014522485021036065,-0.0005604477118265,-6.5052130349130266e-18,0.0008918007902771064,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,return,ATI,boost_full vs historical_mean,unadjusted p-value,0.1244377811094452,0.126,0.305,0.0015622188905548007,0.179,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,return,MTRN,arimax vs historical_mean,mean loss reduction,-0.0041838435759893,-0.0041838435759893565,-0.0034885548080835,-5.637851296924623e-17,0.0006952887679058566,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,return,MTRN,arimax vs historical_mean,unadjusted p-value,0.088455772113943,0.098,0.162,0.009544227886057008,0.064,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,return,ENTG,arimax vs historical_mean,mean loss reduction,-0.0018749614517848,-0.001874961451784881,-0.0019015160736384,-8.109832250191573e-17,-2.6554621853519013e-05,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,return,ENTG,arimax vs historical_mean,unadjusted p-value,0.2663668165917041,0.273,0.321,0.0066331834082959396,0.04799999999999999,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,return,CRS,arimax vs historical_mean,mean loss reduction,-0.0015061564542478,-0.0015061564542478841,-0.0015061564542478,-8.413408858487514e-17,8.413408858487514e-17,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,return,CRS,arimax vs historical_mean,unadjusted p-value,0.3643178410794602,0.403,0.403,0.03868215892053983,0.0,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,return,ATI,arimax vs historical_mean,mean loss reduction,0.0011494807858291,0.0011494807858291164,0.0011494807858291,1.6479873021779667e-17,-1.6479873021779667e-17,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,return,ATI,arimax vs historical_mean,unadjusted p-value,0.2543728135932034,0.23,0.23,-0.024372813593203396,0.0,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,return,MTRN,ar1 vs historical_mean,mean loss reduction,-0.0002237766917619,-0.00022377669176198243,-0.0002237766917619,-8.242647016321047e-17,8.242647016321047e-17,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,return,MTRN,ar1 vs historical_mean,unadjusted p-value,0.1639180409795102,0.243,0.243,0.07908195902048978,0.0,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,return,ENTG,ar1 vs historical_mean,mean loss reduction,0.0003942335917602,0.00039423359176022737,0.0003942335917602,2.7376104855258987e-17,-2.7376104855258987e-17,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,return,ENTG,ar1 vs historical_mean,unadjusted p-value,0.5342328835582209,0.769,0.769,0.23476711644177917,0.0,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,return,CRS,ar1 vs historical_mean,mean loss reduction,0.0005426481425587,0.0005426481425587025,0.0005426481425587,2.4936649967166602e-18,-2.4936649967166602e-18,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,return,CRS,ar1 vs historical_mean,unadjusted p-value,0.4202898550724637,0.429,0.429,0.0087101449275363,0.0,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,return,ATI,ar1 vs historical_mean,mean loss reduction,0.0001559195648081,0.00015591956480811306,0.0001559195648081,1.3064636178450328e-17,-1.3064636178450328e-17,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,return,ATI,ar1 vs historical_mean,unadjusted p-value,0.3953023488255872,0.401,0.401,0.005697651174412843,0.0,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,variance,MTRN,pooled_ridge vs historical_variance63,mean loss reduction,-0.0667607372039119,-0.06676073720391193,-0.0399815414239587,-2.7755575615628914e-17,0.026779195779953233,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,variance,MTRN,pooled_ridge vs historical_variance63,unadjusted p-value,0.2148925537231384,0.456,0.489,0.24110744627686162,0.032999999999999974,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,variance,ENTG,pooled_ridge vs historical_variance63,mean loss reduction,0.120808632494297,0.12080863249429706,0.1077188056342692,5.551115123125783e-17,-0.013089826860027867,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,variance,ENTG,pooled_ridge vs historical_variance63,unadjusted p-value,0.4227886056971514,0.392,0.399,-0.03078860569715136,0.007000000000000006,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,variance,CRS,pooled_ridge vs historical_variance63,mean loss reduction,0.063283216229181,0.06328321622918102,0.0627195549354318,2.7755575615628914e-17,-0.0005636612937492264,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,variance,CRS,pooled_ridge vs historical_variance63,unadjusted p-value,0.0954522738630684,0.075,0.001,-0.0204522738630684,-0.074,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,variance,ATI,pooled_ridge vs historical_variance63,mean loss reduction,0.0958144251862331,0.09581442518623318,0.0562834689407633,8.326672684688674e-17,-0.03953095624546988,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,variance,ATI,pooled_ridge vs historical_variance63,unadjusted p-value,0.0519740129935032,0.012,0.256,-0.0399740129935032,0.244,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,variance,MTRN,business_pair_ridge vs historical_variance63,mean loss reduction,0.0151118482652576,0.015111848265257627,0.0029472543106896,2.7755575615628914e-17,-0.012164593954568027,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,variance,MTRN,business_pair_ridge vs historical_variance63,unadjusted p-value,0.7156421789105447,0.722,0.926,0.006357821089455262,0.20400000000000007,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,variance,ENTG,business_pair_ridge vs historical_variance63,mean loss reduction,0.0856430798139386,0.08564307981393862,0.08908267373357,2.7755575615628914e-17,0.0034395939196313757,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,variance,ENTG,business_pair_ridge vs historical_variance63,unadjusted p-value,0.456271864067966,0.415,0.391,-0.04127186406796601,-0.023999999999999966,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,variance,CRS,business_pair_ridge vs historical_variance63,mean loss reduction,0.0719110400770306,0.07191104007703063,0.0505876280312864,2.7755575615628914e-17,-0.021323412045744228,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,variance,CRS,business_pair_ridge vs historical_variance63,unadjusted p-value,0.0089955022488755,0.003,0.07,-0.005995502248875501,0.067,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,variance,ATI,business_pair_ridge vs historical_variance63,mean loss reduction,0.0841821486559748,0.08418214865597488,0.0182139281352937,8.326672684688674e-17,-0.06596822052068119,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,variance,ATI,business_pair_ridge vs historical_variance63,unadjusted p-value,0.0199900049975012,0.003,0.747,-0.0169900049975012,0.744,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,variance,MTRN,garchx_industry vs historical_variance63,mean loss reduction,0.0083582281920494,0.00835822819204944,0.0083582281920494,3.9898639947466563e-17,-3.9898639947466563e-17,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,variance,MTRN,garchx_industry vs historical_variance63,unadjusted p-value,0.8450774612693653,0.783,0.783,-0.06207746126936531,0.0,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,variance,ENTG,garchx_industry vs historical_variance63,mean loss reduction,-0.0134133468081708,-0.0134133468081708,-0.0134133468081708,0.0,0.0,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,variance,ENTG,garchx_industry vs historical_variance63,unadjusted p-value,0.8910544727636182,0.865,0.865,-0.026054472763618164,0.0,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,variance,CRS,garchx_industry vs historical_variance63,mean loss reduction,0.0527439851584831,0.05274398515848318,0.0527439851584831,7.632783294297951e-17,-7.632783294297951e-17,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,variance,CRS,garchx_industry vs historical_variance63,unadjusted p-value,0.0114942528735632,0.006,0.006,-0.005494252873563199,0.0,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,variance,ATI,garchx_industry vs historical_variance63,mean loss reduction,0.0569024374701019,0.05690243747010196,0.0569024374701019,5.551115123125783e-17,-5.551115123125783e-17,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,variance,ATI,garchx_industry vs historical_variance63,unadjusted p-value,0.1764117941029485,0.159,0.159,-0.01741179410294849,0.0,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,variance,MTRN,variance_ridge vs historical_variance63,mean loss reduction,-0.0485801689088717,-0.04858016890887171,-0.0907957317157473,-6.938893903907228e-18,-0.04221556280687559,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,variance,MTRN,variance_ridge vs historical_variance63,unadjusted p-value,0.3533233383308345,0.462,0.626,0.10867666166916551,0.16399999999999998,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,variance,ENTG,variance_ridge vs historical_variance63,mean loss reduction,0.0809814371500241,0.08098143715002414,0.0787411918960363,4.163336342344337e-17,-0.0022402452539878326,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,variance,ENTG,variance_ridge vs historical_variance63,unadjusted p-value,0.4172913543228386,0.354,0.384,-0.06329135432283861,0.030000000000000027,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,variance,CRS,variance_ridge vs historical_variance63,mean loss reduction,0.0789268757534197,0.0789268757534197,0.0531467460103439,0.0,-0.025780129743075794,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,variance,CRS,variance_ridge vs historical_variance63,unadjusted p-value,0.0004997501249375,0.001,0.029,0.0005002498750625,0.028,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,variance,ATI,variance_ridge vs historical_variance63,mean loss reduction,0.0681336459322185,0.0681336459322185,0.0367454949220999,0.0,-0.0313881510101186,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
headline vs benchmark,variance,ATI,variance_ridge vs historical_variance63,unadjusted p-value,0.0234882558720639,0.011,0.279,-0.0124882558720639,0.268,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,return,MTRN,core_ols,r2_oos,-0.0848673451684112,-0.0848673451684112,-0.0848673451684112,0.0,0.0,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,return,ENTG,core_ols,r2_oos,-0.0800585967385689,-0.0800585967385689,-0.0800585967385689,0.0,0.0,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,return,CRS,core_ols,r2_oos,-0.0700724570858719,-0.0700724570858719,-0.0700724570858719,0.0,0.0,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,return,ATI,core_ols,r2_oos,0.031132172269613,0.031132172269613,0.031132172269613,0.0,0.0,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,return,MTRN,core_ridge,r2_oos,-0.0672754387104066,-0.0672754387104066,-0.0781307995533484,0.0,-0.010855360842941794,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,return,ENTG,core_ridge,r2_oos,-0.0203364673424009,-0.0203364673424009,-0.0261708090727199,0.0,-0.0058343417303189996,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,return,CRS,core_ridge,r2_oos,-0.1023935927060701,-0.1023935927060701,-0.0973055080632638,0.0,0.005088084642806301,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,return,ATI,core_ridge,r2_oos,0.0049584782899411,0.0049584782899411,0.0296885952597392,0.0,0.0247301169697981,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,return,MTRN,ridge_full,r2_oos,-0.0761654653369374,-0.0761654653369374,-0.0213133602633504,0.0,0.054852105073586996,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,return,ENTG,ridge_full,r2_oos,-0.0840011863740894,-0.0840011863740894,-0.0694399091086777,0.0,0.014561277265411704,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,return,CRS,ridge_full,r2_oos,-0.0895100524548058,-0.0895100524548058,-0.0364388671842215,0.0,0.0530711852705843,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,return,ATI,ridge_full,r2_oos,-0.0346460879331504,-0.0346460879331504,0.0144595865704026,0.0,0.04910567450355301,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,return,MTRN,lasso_full,r2_oos,-0.0184752648032227,-0.0184752648032227,-0.0184752648032227,0.0,0.0,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,return,ENTG,lasso_full,r2_oos,-0.0398051878915446,-0.0398051878915446,-0.0600471597605127,0.0,-0.020241971868968096,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,return,CRS,lasso_full,r2_oos,-0.0493188907801729,-0.0493188907801729,-0.1213299775799845,0.0,-0.0720110867998116,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,return,ATI,lasso_full,r2_oos,0.0,0.0,-0.0210664901120938,0.0,-0.0210664901120938,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,return,MTRN,elastic_full,r2_oos,-0.0287870845859463,-0.0287870845859463,-0.0287870845859463,0.0,0.0,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,return,ENTG,elastic_full,r2_oos,-0.0501882184475388,-0.0501882184475388,-0.0753521034609754,0.0,-0.025163885013436603,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,return,CRS,elastic_full,r2_oos,-0.1138991678143082,-0.1138991678143082,-0.0513064137780476,0.0,0.0625927540362606,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,return,ATI,elastic_full,r2_oos,-0.0313468462062958,-0.0313468462062958,-0.0313468462062958,0.0,0.0,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,return,MTRN,forest_full,r2_oos,-0.0001900930635536,-0.0001900930635536,0.0,0.0,0.0001900930635536,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,return,ENTG,forest_full,r2_oos,-0.0484530055618781,-0.0484530055618781,0.0,0.0,0.0484530055618781,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,return,CRS,forest_full,r2_oos,-0.021611512707385,-0.021611512707385,-0.0471039249165861,0.0,-0.025492412209201096,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,return,ATI,forest_full,r2_oos,0.0083195301555837,0.0083195301555837,-0.0107821378218526,0.0,-0.0191016679774363,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,return,MTRN,boost_full,r2_oos,0.0086547892354078,0.0086547892354078,0.0,0.0,-0.0086547892354078,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,return,ENTG,boost_full,r2_oos,-0.0995755551935648,-0.0995755551935648,0.0,0.0,0.0995755551935648,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,return,CRS,boost_full,r2_oos,-0.0210170924907819,-0.0210170924907819,-0.0193096767004212,0.0,0.0017074157903606973,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,return,ATI,boost_full,r2_oos,-0.0762917225532868,-0.0762917225532868,-0.0294422898521546,0.0,0.0468494327011322,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,return,MTRN,arimax,r2_oos,-0.2352491931007561,-0.2352491931007561,-0.1961544901915606,0.0,0.039094702909195506,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,return,ENTG,arimax,r2_oos,-0.0897582024277336,-0.0897582024277336,-0.0910294259621979,0.0,-0.001271223534464308,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
